"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Aetna, Inc.","CVS Health","$20,000","$0","$20,000","2011","20110922","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Rhode Island","publicly traded","CVS","retailing","retail-pharmacies","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Affinity Medical Center, LLC","","$111,969","$0","$111,969","2015","20150120","healthcare-related offenses","HHS civil monetary penalties","","Affinity Medical Center, LLC, a community hospital in Birmingham, Alabama that operates under the name Trinity Medical Center, entered into a settlement agreement to resolve allegations that the hospital employed an individual who was excluded from participating in any Federal health care programs and then billed Federal health care programs for items and services provided by the excluded individual.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Alabama","Birmingham","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"AHMC Central Health LLC","AHMC Healthcare","$153,850","$0","$153,850","2016","20160224","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","California","privately held","","healthcare services","hospitals","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Alamance Regional Medical Center","","$45,000","$0","$45,000","2004","20040927","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","North Carolina","","","","","","","","","","","","FOIA384","Source document obtained through a Freedom of Information Act request to the agency."
"Alexian Brothers Community Services","","$25,000","$0","$25,000","2013","20130801","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Allergan Inc.","Allergan","$600,000,000","$0","$600,000,000","2010","20100901","healthcare-related offenses","off-label or unapproved promotion of medical products","","American pharmaceutical manufacturer Allergan Inc. has agreed to plead guilty and pay $600 million to resolve its criminal and civil liability arising from the company's unlawful promotion of its biological product, Botox Therapeutic, for uses not approved as safe and effective by the Food and Drug Administration. The resolution included a criminal fine and forfeiture totaling $375 million and a civil settlement with the federal government and the states of $225 million.","federal","agency action","Food and Drug Administration referral to the Justice Department","civil and criminal","","","","","","","","","","","","Ireland (reincorporated for tax reasons)","","publicly traded","AGN","pharmaceuticals","pharmaceuticals","http://www.justice.gov/opa/pr/allergan-agrees-plead-guilty-and-pay-600-million-resolve-allegations-label-promotion-botox",""
"Alliance Health and Life Insurance Co.","","$41,660","$0","$41,660","2010","20101008","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Allied EMS Systems, Inc.","","$121,722","$0","$121,722","2016","20160505","healthcare-related offenses","HHS civil monetary penalties","","Allied EMS Systems, Inc. of Petoskey, Michigan, entered into a $121,722.63 settlement agreement resolving allegations that Allied submitted claims for emergency ambulance transportation to destinations such as skilled nursing facilities and patient residences that should have been billed at the lower non-emergency rate.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Michigan","Petoskey","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Allied Health Care Corporation","","$132,500","$0","$132,500","2009","20091104","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Florida","","","","","","","","","","","","FOIA487","Source document obtained through a Freedom of Information Act request to the agency."
"AlohaCare","","$32,700","$0","$32,700","2015","20150225","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Altru Health System","Altru Health System","$300,974","$0","$300,974","2016","20160304","healthcare-related offenses","HHS civil monetary penalties","","Altru Health System entered into a $300,974 settlement agreement to resolve allegations that Altru submitted claims to Medicare for: (1) emergency Advanced Life Support ambulance transportation that should have been billed at the lower emergency Basic Life Support rate; (2) duplicate billings; (3) ambulance transportation services that were reimbursable by private insurance; and (4) emergency ambulance transportation services provided to destinations such as skilled nursing facilities and patient residences that should have been billed at the lower non-emergency rate.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","North Dakota","Grand Forks","","","","","USA","North Dakota","non-profit","","healthcare services","healthcare services","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Altru Health System","Altru Health System","$241,137","$0","$241,137","2014","20140210","healthcare-related offenses","HHS civil monetary penalties","","Altru Health System agreed to pay $241,137.76 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","North Dakota","","","","","","USA","North Dakota","non-profit","","healthcare services","healthcare services","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Ambulance Transportation Services, LLC","","$154,029","$0","$154,029","2005","20050428","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Texas","","","","","","","","","","","","FOIA297","Source document obtained through a Freedom of Information Act request to the agency."
"Amedisys, Inc.","Amedisys","$4,677,642","$0","$4,677,642","2016","20160506","healthcare-related offenses","HHS civil monetary penalties","","After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, Amedisys, Inc. agreed to pay $4,677,642 for allegedly violating the Civil Monetary Penalties Law by filing claims to Medicare for home health services that were not medically necessary and did not meet the requirements for payment.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","USA","Louisiana","publicly traded","AMED","healthcare services","home health services","https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp",""
"American Fork Hospital","","$25,000","$0","$25,000","2007","20070606","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","California","","","","","","","","","","","","FOIA341","Source document obtained through a Freedom of Information Act request to the agency."
"American Institute of Technology","","$229,924","$0","$229,924","2015","20150720","healthcare-related offenses","HHS civil monetary penalties","","American Institute of Technology entered into a settlement agreement and agreed to pay $229,924.74 for conduct that was investigated by OIG as well as conduct that was self-disclosed by AIT. OIG's investigation revealed that AIT inappropriately used Modifiers 59 and 91 to submit claims for payment for multiple units of HCPCS code G0431 when only a single unit may be billed per patient encounter.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Indiana","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"American Medical Imaging, Inc.","","$225,000","$0","$225,000","2001","20010312","healthcare-related offenses","HHS civil monetary penalties","kickbacks and bribery","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Tennessee","","","","","","","","","","","","FOIA334","Source document obtained through a Freedom of Information Act request to the agency."
"American Paramedical Services, Inc.","","$187,489","$0","$187,489","2016","20161027","healthcare-related offenses","HHS civil monetary penalties","","On October 27, 2016, American Paramedical Services, Inc. (APS), entered into a $187,480.12 settlement agreement with OIG. The settlement agreement resolved allegations that APS submitted claims to Medicare for emergency ambulance transportation to destinations such as skilled nursing facilities and patient residences that should have been billed at the lower non-emergency rate. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Missouri","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"America's Health Choice Inc.","","$100,000","$0","$100,000","2007","20071107","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Florida","","","","","","","","","","","","FOIA506","Source document obtained through a Freedom of Information Act request to the agency."
"Amerigroup Corporation","Anthem","$30,754","$0","$30,754","2013","20130701","healthcare-related offenses","HHS civil monetary penalties","","After it disclosed conduct to the Office of Inspector General pursuant to its Corporate Integrity Agreement, Amerigroup Corporation agreed to pay $30,754.93 for allegedly violating the Civil Monetary Penalties Law by contracting with three individuals that it knew or should have known were excluded from participation in Federal health care programs and paid for prescriptions written by a fourth individual that it knew or should have known were excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Virginia","","","","","","USA","Indiana","publicly traded","ANTM","healthcare services","insurance; managed care","https://oig.hhs.gov/fraud/enforcement/cmp/reportable-events.asp",""
"Amgen Inc.","Amgen","$762,000,000","$0","$762,000,000","2012","20121219","healthcare-related offenses","off-label or unapproved promotion of medical products","","U.S. District Judge Sterling Johnson, Jr. accepted a guilty plea by American biotechnology giant Amgen Inc. for illegally introducing a misbranded drug into interstate commerce. The plea is part of a global settlement with the United States in which Amgen agreed to pay $762 million to resolve criminal and civil liability arising from its sale and promotion of certain drugs.","federal","agency action","Food and Drug Administration referral to the Justice Department","civil and criminal","","","","","","","","","","","","USA","California","publicly traded","AMGN","pharmaceuticals","pharmaceuticals","http://www.justice.gov/opa/pr/amgen-inc-pleads-guilty-federal-charge-brooklyn-ny-pays-762-million-resolve-criminal",""
"Anchor Safe Healthcare, Inc.","","$47,324","$0","$47,324","2013","20130919","healthcare-related offenses","HHS civil monetary penalties","","Anchor Safe Healthcare, Inc. agreed to pay $47,324 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Texas","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Andres Medical Billing, Ltd. and Kurtz Ambulance Service","","$77,542","$0","$77,542","2016","20160209","healthcare-related offenses","HHS civil monetary penalties","","Andres Medical Billing, Ltd. and Kurtz Ambulance Service entered into a $77,542.72 settlement to resolve allegations that Andres, acting as the third-party biller for Kurtz, submitted claims to Medicare for basic life support (emergency) that did not meet Medicare requirements for emergency transport services and should have been billed at the lower non-emergency transport rate. ","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Illinois","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Anthem Insurance Company & BCBSMA & BCBSRI & BCBSVT","Anthem","$100,950","$0","$100,950","2014","20140424","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Indiana","publicly traded","ANTM","healthcare services","insurance; managed care","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Aquatic Therapy of New England","","$398,357","$0","$398,357","2007","20070920","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Massachusetts","","","","","","","","","","","","FOIA277","Source document obtained through a Freedom of Information Act request to the agency."
"Argus Health Systems, Inc.","","$2,029,210","$0","$2,029,210","2014","20140731","healthcare-related offenses","HHS civil monetary penalties","","Argus Health Systems, Inc., a health care information management services provider and pharmacy benefits manager headquartered in Kansas City, MO, entered into a settlement agreement to resolve allegations that the company submitted prescription drug event data to Medicare that included sales tax from Louisiana pharmacies even though Medicare Part D drugs were not taxable under Louisiana law as of July 1, 2006.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Arizona Bridge to Independent Living, Inc.","","$85,000","$0","$85,000","2014","20140204","healthcare-related offenses","HHS civil monetary penalties","","Arizona Bridge to Independent Living, Inc. agreed to pay $85,000 for allegedly violating the Civil Monetary Penalties Law by employing three individuals that it knew or should have known were excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Arizona","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Arkansas Excellent Transport, Inc.","","$35,208","$0","$35,208","2016","20160916","healthcare-related offenses","HHS civil monetary penalties","","On September 16, 2016, Arkansas Excellent Transport, Inc. (AET), entered into a $35,208.35 settlement agreement with OIG. The settlement agreement resolved allegations that AET submitted claims to Medicare for emergency ambulance transportation to destinations such as skilled nursing facilities and patient residences that should have been billed at the lower non-emergency rate.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Arkansas","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Ascend Laboratories, LLC","","$1,287,000","$0","$1,287,000","2015","20151007","healthcare-related offenses","HHS civil monetary penalties","","Ascend Laboratories, LLC entered into a $1,287,000 settlement agreement to resolve allegations that Ascend failed to submit monthly and quarterly Average Manufacturer's Price data to the Centers for Medicare and Medicaid Services for certain months and quarters in 2013 and 2014.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Ashland Nursing & Rehab, LLC","","$87,857","$0","$87,857","2007","20070430","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Missouri","","","","","","","","","","","","FOIA280","Source document obtained through a Freedom of Information Act request to the agency."
"AstraZeneca LP","AstraZeneca","$520,000,000","$0","$520,000,000","2010","20100427","healthcare-related offenses","off-label or unapproved promotion of medical products","","AstraZeneca LP and AstraZeneca Pharmaceuticals LP will pay $520 million to resolve allegations that AstraZeneca illegally marketed the anti-psychotic drug Seroquel for uses not approved as safe and effective by the Food and Drug Administration, the Departments of Justice and Health and Human Services' Health Care Fraud Enforcement Action Team.","federal","agency action","Food and Drug Administration referral to the Justice Department","civil","","","","","","","","","","","","Britain","","publicly traded","AZN","pharmaceuticals","pharmaceuticals","http://www.justice.gov/opa/pr/pharmaceutical-giant-astrazeneca-pay-520-million-label-drug-marketing",""
"Atmore Community Hospital","","$25,000","$0","$25,000","2014","20141229","healthcare-related offenses","HHS civil monetary penalties","","A small hospital in Atmore, Alabama, settled claims that it refused to provide pain medication to a man who had been shot in the arm.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Alabama","Atmore","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Atricure Inc.","AtriCure","$3,760,000","$0","$3,760,000","2010","20100202","healthcare-related offenses","off-label or unapproved promotion of medical products","","Atricure Inc., a medical device manufacturer, agreed to pay the United States $3.76 million to resolve civil claims in connection with the promotion of its surgical ablation devices.","federal","agency action","Food and Drug Administration referral to the Justice Department","civil","","","","","","","","","","","","USA","Ohio","publicly traded","ATRC","medical equipment and supplies","medical devices","https://www.justice.gov/opa/pr/atricure-pay-us-376-million-resolve-medicare-fraud-allegations",""
"Atrio Health Plans","","$69,405","$0","$69,405","2015","20150713","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","Required Beneficiary Notices","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Aultman Health Foundation","","$93,700","$0","$93,700","2014","20141106","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"Auxi Health Inc.","","$125,000","$0","$125,000","2003","20031103","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Iowa","","","","","","","","","","","","FOIA306","Source document obtained through a Freedom of Information Act request to the agency."
"Aveta Inc.","UnitedHealth Group","$75,000","$0","$75,000","2012","20121214","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","improper contract administration","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://web.archive.org/web/20161221135644/https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/PartCandPartDEnforcementActions-.html",""
"AvMed, Inc.","","$764,375","$0","$764,375","2017","20170112","healthcare-related offenses","Medicare Parts C and D Enforcement Action","","","federal","agency action","Centers for Medicare & Medicaid Services","civil","","","","","","","","","","","","","","","","","","https://www.cms.gov/Medicare/Compliance-and-Audits/Part-C-and-Part-D-Compliance-and-Audits/Downloads/AvMed_CMP_Notice_1_12_17.pdf",""
"Baptist Hospital, Inc.","","$22,500","$0","$22,500","2008","20080804","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Florida","","","","","","","","","","","","FOIA509","Source document obtained through a Freedom of Information Act request to the agency."
"Baptist Medical Center","","$10,000","$0","$10,000","2002","20020923","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Alabama","","","","","","","","","","","","FOIA434","Source document obtained through a Freedom of Information Act request to the agency."
"Baptist Medical Center","","$40,000","$0","$40,000","2014","20141229","healthcare-related offenses","HHS civil monetary penalties","","A Birmingham, Alabama, medical center that refused to accept the appropriate transfer of a 61-year-old woman, agreed to settle allegations that it violated the Emergency Medical Treatment & Labor Act.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Alabama","Birmingham","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Baptist Medical Center South","","$45,000","$0","$45,000","2004","20041201","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Alabama","","","","","","","","","","","","FOIA381","Source document obtained through a Freedom of Information Act request to the agency."
"Baylor Medical Center","Baylor Scott & White Health","$30,000","$0","$30,000","2002","20020531","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Texas","","","","","","USA","Texas","non-profit","","healthcare services","hospitals","FOIA448","Source document obtained through a Freedom of Information Act request to the agency."
"Baypointe Nursing Home, Inc.","","$351,255","$0","$351,255","2012","20120416","healthcare-related offenses","HHS civil monetary penalties","","Baypointe Nursing Home, Inc. d/b/a Baypointe Rehabilitation & Skilled Care Center, agreed to pay $351,255.44 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Massachusetts","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Beatrice Community Hospital and Health Center","","$30,000","$0","$30,000","2011","20110831","healthcare-related offenses","HHS civil monetary penalties","","Beatrice Community Hospital and Health Center agreed to pay $30,000 to resolve its liability for Civil Monetary Penalties under the patient dumping statute.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Nebraska","Beatrice","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Beechwood Rehabilitation and Nursing Center","","$42,203","$0","$42,203","2010","20100709","healthcare-related offenses","HHS civil monetary penalties","","Beechwood Rehabilitation and Nursing Center agreed to pay $42,203 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Connecticut","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Bessemer Carraway Medical Center","","$40,000","$0","$40,000","2005","20050516","healthcare-related offenses","HHS civil monetary penalties","","","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Alabama","","","","","","","","","","","","FOIA372","Source document obtained through a Freedom of Information Act request to the agency."
"Best Choice Home Health Care Agency","","$93,990","$0","$93,990","2013","20131119","healthcare-related offenses","HHS civil monetary penalties","","Best Choice Home Health Care Agency agreed to pay $93,990.32 for allegedly violating the Civil Monetary Penalties Law by employing an individual that it knew or should have known was excluded from participation in Federal health care programs.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Kansas","","","","","","","","","","","","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
"Beth Israel Deaconess Hospital","Beth Israel Lahey Health","$49,701","$0","$49,701","2011","20110512","healthcare-related offenses","HHS civil monetary penalties","","Beth Israel Deaconess Hospital agreed to pay $59,701.60 for allegedly violating the Civil Monetary Penalties Law by improperly billing Medicare for Lupron drug injections to male patients under HCPCS Code J1950 when BIDH-N should have known that the proper code for these claims was the lower reimbursed HCPCS Code J9217.","federal","agency action","Health & Human Services Department Office of Inspector General","civil","","","","","","Massachusetts","Needham","","","","","USA","Massachusetts","non-profit","","healthcare services","hospitals","https://oig.hhs.gov/fraud/enforcement/cmp/cmp-ae.asp",""
